8, 2379.6952803695694, 0.05760s
16, 73.987618045175, 0.13763s
32, 1048.3825204438522, 0.15658s
64, 7030.513861458422, 0.26417s
128, 10101.79988754295, 0.50912s
256, 1518.9080769507527, 0.91279s
512, 20467.635563483684, 1.81907s
