8, 2379.6952803695694, 0.80279s
16, 104.73494586816571, 1.42675s
32, 1098.5550143952269, 3.24528s
64, 8335.26492773339, 5.71700s
128, 11471.714721749198, 10.53437s
256, 1466.4731820955847, 20.98886s
512, 21064.876526168297, 42.00942s
