8, 2379.6952803695694, 63.81123s
16, 74.15356685766437, 66.21990s
32, 907.4531663958761, 65.83295s
64, 7190.364319510002, 68.75170s
128, 10311.67037103294, 75.63399s
256, 1453.057987986692, 94.46358s
512, 20998.597060133055, 136.03651s

